cbc662d7-242e-40e6-9750-3fff3f4bfe9c,1663328263979852446,1663328265149260900,1.16940818s,SUCCEEDED,true,Write,0,0,0,0
9398f0bc-bbc6-4b8c-a60b-6192127a880a,1663328271978508063,1663328273149218263,1.170709907s,SUCCEEDED,true,Write,0,0,0,0
91aff3a4-39e8-4c89-abe6-e0d83cd26edd,1663328280681677234,1663328281647751224,966.073702ms,SUCCEEDED,true,Write,0,0,0,0
f4a1748b-9cbe-4d9c-acf5-69646ec77ec4,1663328285678235282,1663328286858871918,1.18063639s,SUCCEEDED,true,Write,0,0,0,0
4cb78725-32dd-40e0-8441-ee28a4d4df76,1663328291478495914,1663328292649787613,1.171291438s,SUCCEEDED,true,Write,0,0,0,0
32baadaa-3d7d-4091-9d68-9d4561a7ea21,1663328304081435811,1663328305249364785,1.167928742s,SUCCEEDED,true,Write,0,0,0,0
5cffe369-2690-4b02-8714-60af5e875ff8,1663328311578828186,1663328312647125377,1.068296831s,SUCCEEDED,true,Write,0,0,0,0
43ed8d19-ca98-4824-9a7e-456f9801588c,1663328312181079143,1663328313251395620,1.070315901s,SUCCEEDED,true,Write,0,0,0,0
c7496f68-c7cf-4229-a5e6-2417afb0faa5,1663328273782627313,1663328274950711054,1.168083455s,SUCCEEDED,true,Write,0,0,0,0
63354b3f-7a9f-47f6-b3e1-d05cd2eb770d,1663328273981664185,1663328275150602509,1.168937869s,SUCCEEDED,true,Write,0,0,0,0
720d8e39-d6e1-4e96-b6e1-4487268eb867,1663328276681424898,1663328277948720492,1.267295265s,SUCCEEDED,true,Write,0,0,0,0
1443d1a8-78e0-40aa-97f9-3b4a5f3d9445,1663328302280428822,1663328303446304762,1.165875596s,SUCCEEDED,true,Write,0,0,0,0
8cdfa254-ced2-4f3e-a3b9-9dcd95a53c0a,1663328314781240891,1663328315948578900,1.167337667s,SUCCEEDED,true,Write,0,0,0,0
60b29880-1f3e-40e7-9299-4a6abe4c4f4a,1663328315080100273,1663328316151956542,1.071856037s,SUCCEEDED,true,Write,0,0,0,0
